,Name,Name_Chinese,Region,Language,States,Specific,Owner,Owner_Chinese,Parent,Parent_Chinese,Twitter,Twitter_url,Twitter_fol,Facebook,Facebook_url,Facebook_fol,Instagram,Instagram_url,Instagram_fol,Threads,Threads_url,Threads_fol,Youtube,Youtube_url,Youtube_fol,Tiktok,Tiktok_url,Tiktok_fol,Max_media_fol,Max_media,All_media_fol
272,Discover Nanjing,,Anglosphere,English,Cross States,Language and Cultural Communities,Department of Culture and Tourism of Nanjing City,南京市文化和旅游厅,Nanjing Municipal People's Government,南京市人民政府,DiscoverNanjing,https://twitter.com/DiscoverNanjing,133100,DiscoverNanjing,https://www.facebook.com/DiscoverNanjing/,1300000,,,0,,,0,,,0,discovernanjing,https://www.tiktok.com/@discovernanjing,26600,1300000,Facebook,1459700
273,Discover Zhejiang,,Anglosphere,English,Cross States,Language and Cultural Communities,Department of Culture and Tourism of Zhejiang Province,浙江省文化和旅游厅,People's Government of Zhejiang Province,浙江省人民政府,discoverzj,https://twitter.com/discoverzj,80000,zhejiangtourismbureau,https://www.facebook.com/zhejiangtourismbureau,3600,discoverzhejiang,https://www.instagram.com/discoverzhejiang/,76200,,,0,,,0,discoverzhejiang,https://www.tiktok.com/@discoverzhejiang,8,80000,Twitter,159808
274,Li Dongning,李东宁,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Dongning,https://twitter.com/Dongning,336,,,0,dongningli,https://www.instagram.com/dongningli/,87,,,0,,,0,,,0,336,Twitter,423
275,FM98 Dosti Channel,,Pakistan,Urdu,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,DostiFM98,https://twitter.com/DostiFM98,49800,FM98DostiChannel,https://www.facebook.com/FM98DostiChannel,11000000,,,0,,,0,,,0,,,0,11000000,Facebook,11049800
276,DotDot News,點新聞,Hong Kong,English,Asia,Greater China,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),香港大公文匯傳媒集團有限公司,Hong Kong Liaison Office of the Central Government ,香港中联办,dotdotnews111,https://twitter.com/dotdotnews111,6253,,,0,,,0,,,0,dotdotnewsEnglish,https://www.youtube.com/channel/UCW1IT0yzVG3xEonao-nHaxg,4690,,,0,6253,Twitter,10943
277,Zhao Qinghua,,Switzerland,English,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Dr_ZhaoQinghua,https://twitter.com/Dr_ZhaoQinghua,1412,,,0,,,0,,,0,,,0,,,0,1412,Twitter,1412
278,Dragon TV,中国东方卫视,Shanghai,Chinese,Asia,Greater China,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,dragontv,https://twitter.com/dragontv,189,smgdragontv,https://www.facebook.com/smgdragontv/,748000,,,0,,,0,SMGDragonTV,https://www.youtube.com/@SMGDragonTV/,930000,,,0,930000,Youtube,1678189
279,Zhao Yanbo,,Botswana,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,DrZhaoYanbo,https://twitter.com/DrZhaoYanbo,2733,,,0,,,0,,,0,,,0,,,0,2733,Twitter,2733
280,Zhao Yongchen,,Grenada,English,Americas,Caribbean,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,DrZhaoyongchen,https://twitter.com/DrZhaoyongchen,4458,,,0,,,0,,,0,,,0,,,0,4458,Twitter,4458
281,Du Ping,杜萍,Anglosphere,English,Cross States,Language and Cultural Communities,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,dupingCHN,https://twitter.com/dupingCHN,2376,,,0,,,0,,,0,,,0,,,0,2376,Twitter,2376
282,Discover Xinjiang,,Xinjiang,English,Asia,Greater China,"Beijing Jiandanshiji Culture Media Co., Ltd",北京简单世纪文化传媒有限公司,unknown,,DXinjiang,https://twitter.com/DXinjiang,52600,DiscoverXinjiang,https://www.facebook.com/DiscoverXinjiang,1500000,,,0,discoverxinjiang,https://www.threads.net/@discoverxinjiang,73,,,0,discoverxinjiang,https://www.tiktok.com/@discoverxinjiang,12,1500000,Facebook,1552685
283,China News Service Net (eCNS),中国新闻网,China,Chinese,Asia,Greater China,China News Service (CNS),北京中新网信息科技有限公司,United Front Work Department,中共中央统一战线工作部,Echinanews,https://twitter.com/Echinanews,645100,echinanews,https://www.facebook.com/echinanews/,1400000,,,0,,,0,cnsvideo,https://www.youtube.com/@cnsvideo,192000,,,0,1400000,Facebook,2237100
284,Chinese Embassy in Malawi (Economic Counsellor),,Malawi,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EconomicMalawi,https://twitter.com/EconomicMalawi,96,,,0,,,0,,,0,,,0,,,0,96,Twitter,96
285,Economic Daily,经济日报,Anglosphere,English,Cross States,Language and Cultural Communities,Economic Daily Newspaper Group,经济日报报业集团,State Council,中华人民共和国国务院,EDNewsChina,https://twitter.com/EDNewsChina,6405,EDNewsChina,https://www.facebook.com/EDNewsChina,3500000,,,0,,,0,,,0,,,0,3500000,Facebook,3506405
286,Chinese Embassy in Brazil,,Brazil,Portuguese,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbaixadaChina,https://twitter.com/EmbaixadaChina,119900,,,0,embaixadachina,https://www.instagram.com/embaixadachina/,120000,,,0,EmbaixadadaChinanoBrasil,https://www.youtube.com/@EmbaixadadaChinanoBrasil,8510,,,0,120000,Instagram,248410
287,Chinese Embassy in Ecuador,,Ecuador,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbajadaChinaEc,https://twitter.com/EmbajadaChinaEc,8261,,,0,,,0,,,0,,,0,,,0,8261,Twitter,8261
288,Chinese Embassy in El Salvador,中华人民共和国驻萨尔瓦多大使馆,El Salvador,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbajadaChinaSV,https://twitter.com/EmbajadaChinaSV,25400,,,0,,,0,,,0,,,0,,,0,25400,Twitter,25400
289,Wang Gang,,Uruguay,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,embajadorcn_uy,https://twitter.com/embajadorcn_uy,4711,,,0,,,0,,,0,,,0,,,0,4711,Twitter,4711
290,Chinese Embassy in Tonga,中国驻汤加大使馆,Tonga,English,Oceania,Other,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,embassy_chinese,https://twitter.com/embassy_chinese,2533,,,0,,,0,,,0,,,0,,,0,2533,Twitter,2533
291,Chinese Embassy in Serbia,,Serbia,Serbian,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChina_RS,https://twitter.com/EmbChina_RS,4597,,,0,,,0,,,0,,,0,,,0,4597,Twitter,4597
292,Chinese Embassy in Cuba,,Cuba,Spanish,Americas,Caribbean,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaCuba,https://twitter.com/EmbChinaCuba,4947,,,0,,,0,,,0,,,0,,,0,4947,Twitter,4947
293,Chinese Embassy in Equatorial Guinea,中国驻赤道几内亚大使馆,Equatorial Guinea,Spanish,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaGE,https://twitter.com/EmbChinaGE,4656,,,0,,,0,,,0,,,0,,,0,4656,Twitter,4656
294,Chinese Embassy in Mexico,,Mexico,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaMex,https://twitter.com/EmbChinaMex,62000,EmbChinaMex,https://www.facebook.com/EmbChinaMex,135000,,,0,,,0,,,0,,,0,135000,Facebook,197000
295,Chinese Embassy in Panama,,Panama,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaPa,https://twitter.com/EmbChinaPa,2822,,,0,,,0,,,0,,,0,,,0,2822,Twitter,2822
296,Chinese Embassy in Venezuela,,Venezuela,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaVen,https://twitter.com/EmbChinaVen,1028,,,0,,,0,,,0,,,0,,,0,1028,Twitter,1028
297,Qi Mei,亓玫,Austria,German,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbQiMei,https://twitter.com/EmbQiMei,2122,,,0,,,0,,,0,,,0,,,0,2122,Twitter,2122
298,Zhang Run,张润,Mexico,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbZhangRun,https://twitter.com/EmbZhangRun,27100,,,0,,,0,,,0,,,0,,,0,27100,Twitter,27100
299,Tian Yuzhen,田玉震,Brazil,English,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,eugenioT14,https://twitter.com/eugenioT14,10700,,,0,,,0,,,0,,,0,,,0,10700,Twitter,10700
300,Cheng Weitong,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,evawcheng,https://twitter.com/evawcheng,458,,,0,,,0,,,0,,,0,,,0,458,Twitter,458
301,Explore Gansu,,Anglosphere,English,Cross States,Language and Cultural Communities,General Office of the People's Government of Gansu Province,甘肃省人民政府办公厅,Gansu Provincial People's Government,甘肃省人民政府,ExploreGansu,https://twitter.com/ExploreGansu,23800,ExploreGansu,https://www.facebook.com/ExploreGansu,717000,,,0,,,0,,,0,,,0,717000,Facebook,740800
302,Fang Yi,,Uganda,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FangYi85320692,https://twitter.com/FangYi85320692,1069,,,0,,,0,,,0,,,0,,,0,1069,Twitter,1069
303,Wang Xin (Fayhaa Wang),,Egypt,Arabic,Africa,African Union/MENA,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,fayhaaChina,https://twitter.com/fayhaaChina,6556,fayhaaChina,https://www.facebook.com/fayhaaChina,1300000,fayhaa_china,https://www.instagram.com/fayhaa_china/,15900,,,0,fayhaachina8389,https://www.youtube.com/channel/UCm5bAGwFH0aW8vLclAAk8kg,47400,fayhaa_china,https://www.tiktok.com/@fayhaa_china,421800,1300000,Facebook,1791656
304,Feel China,,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,feelchina2021,https://twitter.com/feelchina2021,74,,,0,,,0,,,0,,,0,,,0,74,Twitter,74
305,Xinhua Fly Over China,,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,flyoverchina,https://twitter.com/flyoverchina,672100,FlyOverChina,https://www.facebook.com/FlyOverChina/,24000000,FlyOverChina,https://www.instagram.com/FlyOverChina/,271000,flyoverchina,https://www.threads.net/@flyoverchina,3967,,,0,,,0,24000000,Facebook,24947067
306,CGTN Frontline,CGTN记者团,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Frontlinestory,https://twitter.com/Frontlinestory,27500,FrontlineStoriesFromReporters,https://www.facebook.com/FrontlineStoriesFromReporters,277678,,,0,,,0,,,0,,,0,277678,Facebook,305178
307,Fu Cong,傅聪,Belgium,English,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FuCong17,https://twitter.com/FuCong17,13200,,,0,,,0,,,0,,,0,,,0,13200,Twitter,13200
308,Lu Guijin,律桂軍,Japan,Japanese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FukLyuGuijun,https://twitter.com/FukLyuGuijun,2841,,,0,,,0,,,0,,,0,,,0,2841,Twitter,2841
309,CGTN Full Frame,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,FullFrameCGTN,https://twitter.com/FullFrameCGTN,1171,,,0,,,0,,,0,,,0,,,0,1171,Twitter,1171
310,Fuzhou City,,Fujian,Chinese,Asia,Greater China,Fuzhou Culture and Tourism Bureau,福州市文化和旅游局,Fuzhou Municipal People's Government,福州市人民政府,FuzhouCity,https://twitter.com/FuzhouCity,69200,,,0,,,0,,,0,,,0,,,0,69200,Twitter,69200
311,Gabriel Liu,刘改,Brazil,Portuguese,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,gabriekestabem,https://twitter.com/gabriekestabem,1742,,,0,,,0,,,0,,,0,,,0,1742,Twitter,1742
312,Yin Yue (Gabriel Y. Yin),,China,Chinese,Asia,Greater China,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,gabrielyin,https://twitter.com/gabrielyin,20,Gabriel-Yin-2084018695188916,https://www.facebook.com/Gabriel-Yin-2084018695188916,26,gabrielyyin,https://instagram.com/gabrielyyin,1883,,,0,gabrielyin9245,https://www.youtube.com/channel/UC_fM2ktnNVXDPrXuw2OW9vA/about,15,,,0,1883,Instagram,1944
313,Du Xiaohui,,Germany,German,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,GeneralkonsulDu,https://twitter.com/GeneralkonsulDu,1601,,,0,,,0,,,0,,,0,,,0,1601,Twitter,1601
314,Guo Meiping (Gladys Guo),郭梅平,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GladysGuo,https://twitter.com/GladysGuo,11,,,0,,,0,,,0,,,0,,,0,11,Twitter,11
315,GT Business Source,,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GlobalTimesBiz,https://twitter.com/GlobalTimesBiz,12800,,,0,,,0,,,0,,,0,,,0,12800,Twitter,12800
316,GT Life,,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GlobalTimesLife,https://twitter.com/GlobalTimesLife,1992,,,0,,,0,,,0,,,0,,,0,1992,Twitter,1992
317,Global Times,环球时报,China,Chinese,Asia,Greater China,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,globaltimesnews,https://twitter.com/globaltimesnews,1800000,globaltimesnews,https://www.facebook.com/globaltimesnews,76000000,,,0,,,0,,,0,globaltimes,https://www.tiktok.com/@globaltimes,550,76000000,Facebook,77800550
318,CGTN Global Watch,CGTN《环球瞭望》,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GlobalWatchCGTN,https://twitter.com/GlobalWatchCGTN,2878,GlobalWatchCGTN,https://www.facebook.com/GlobalWatchCGTN,55230,,,0,,,0,cgtnglobalwatch,https://www.youtube.com/@cgtnglobalwatch,4920,,,0,55230,Facebook,63028
319,"Jiangsu, China",,Anglosphere,English,Cross States,Language and Cultural Communities,Jiangsu Provincial Department of Cultural & Tourism,江苏省文化和旅游厅,Jiangsu Provincial People's Government,江苏省人民政府,GoJiangsu,https://twitter.com/GoJiangsu,160600,,,0,,,0,,,0,,,0,,,0,160600,Twitter,160600
320,GT Opinion,,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GtOpinion,https://twitter.com/GtOpinion,3297,,,0,,,0,,,0,,,0,,,0,3297,Twitter,3297
321,Guancha Syndicate News,观察者网（新闻）,China,Chinese,Asia,Greater China,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,GuanchaNewMedia,https://twitter.com/GuanchaNewMedia,15800,,,0,,,0,,,0,,,0,,,0,15800,Twitter,15800
322,Guangming Daily,光明日报,China,Chinese,Asia,Greater China,Guangming Daily Press,光明日报社,Central Publicity Department,中共中央宣传部,Guangming_Daily,https://twitter.com/Guangming_Daily,226200,guangmingdailyChina,https://www.facebook.com/guangmingdailyChina/,4817085,,,0,,,0,,,0,guangmingdaily,https://www.tiktok.com/@guangmingdaily,29,4817085,Facebook,5043314
323,Guan Xin,关馨,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GuanXinTweets,https://twitter.com/GuanXinTweets,3335,GuanXinCGTN,https://www.facebook.com/GuanXinCGTN,1000000,guanxin0411,https://www.instagram.com/guanxin0411/,684,,,0,,,0,,,0,1000000,Facebook,1004019
324,"Guilin, China",桂林网,Guangxi,English,Asia,Greater China,GLTVS,桂林广播电视台,Guilin Municipal People's Government,桂林市人民政府,Guilin__China,https://twitter.com/Guilin__China,51900,,,0,,,0,,,0,,,0,,,0,51900,Twitter,51900
325,Guyan Muchan,孤烟暮蝉,China,Chinese,Asia,Greater China,Guangdong Provincial Cyberspace Administration,广东省网信办,Office of the Cybersecurity and Information Technology Committee of the Guangdong Provincial Committee,中共广东省委网络安全和信息化委员会办公室,guyanmuchan001,https://twitter.com/guyanmuchan001,49000,profile.php?id=100066894302590,https://www.facebook.com/profile.php?id=100066894302590,1000,,,0,,,0,uyanmuchan01,https://www.youtube.com/channel/UClc6ozVhg3gJW8mJx0DnOAQ,29300,,,0,49000,Twitter,79300
326,Gwadar Pro,,Pakistan,Urdu,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Gwadar_Pro,https://twitter.com/Gwadar_Pro,53900,GwadarProNews,https://www.facebook.com/GwadarProNews?__cft__[0]=AZW8Og2Bxo3yLCGQXQdAXg2eJjCQN5uXz6-d0iA76a-S3y4zo8ERROiarfbRIvKv0ZfX7zNOaGtY8iSXZ45jgFoDWXZh4Mn3bQKSlxONZgV88QZP3M66CwYv6M6KJ38WEweqTWP7_PSJjvvl8MXqXj4sfNgMUA_JQDDSnIza_MzvABhG73QA8OoroWXj3iiJB8A&__tn__=-UC%2CP-R,61000,gwadarpro,https://www.instagram.com/gwadarpro/,159,,,0,,,0,,,0,61000,Facebook,115059
